TableNumber,ImageNumber,Image_FileName_DAPI,Image_PathName_DAPI,Image_FileName_Tubulin,Image_PathName_Tubulin,Image_FileName_Actin,Image_PathName_Actin,Image_Metadata_Plate_DAPI,Image_Metadata_Well_DAPI,Replicate,Image_Metadata_Compound,Image_Metadata_Concentration,MoA,Unique_MoA,Unique_Treatments,Unique_Compounds,Plate,Batch
3,653,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F05_s1_w15BB0C194-138F-432E-A8D7-438B3AB90AFF_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F05_s1_w222ACD28C-C49A-4209-932A-FFE00AA09318_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F05_s1_w4175BA268-1E0C-4589-BA76-0C313C758393_corrected_resized.tiff,,Week3_25461,F05,3,etoposide,3.0,DNA damage,3,26,10,17,2
3,654,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F05_s2_w16BE8E365-50DA-470B-8D9B-C554076CCFFF_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F05_s2_w2185B8544-3831-4245-A00A-AEC4011797A8_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F05_s2_w47FBB3922-9DBE-450F-B484-B81927673B60_corrected_resized.tiff,,Week3_25461,F05,3,etoposide,3.0,DNA damage,3,26,10,17,2
3,655,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F05_s3_w15D29678E-50E2-4775-98B9-3F65372EE008_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F05_s3_w2FE010A52-E2A0-4E02-A8AB-5C5DEEF78CD6_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F05_s3_w42FDA56DC-F0B5-4AD0-ADDF-46DC3936E32D_corrected_resized.tiff,,Week3_25461,F05,3,etoposide,3.0,DNA damage,3,26,10,17,2
3,656,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F05_s4_w1309CEAE3-BD82-464F-A7CF-89D5E799809E_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F05_s4_w2FDE3BC32-EF6C-4A62-8FF9-AE3E21EB8797_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F05_s4_w41E8E7B06-038E-4C0B-BD21-560B37276448_corrected_resized.tiff,,Week3_25461,F05,3,etoposide,3.0,DNA damage,3,26,10,17,2
3,169,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s1_w19989BEA1-94E8-4350-B73C-31624F43D607_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s1_w2F22D7739-BF9E-4100-8A12-981D44D53900_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s1_w4C5A0CA80-9F41-492C-B472-6F749448E3CD_corrected_resized.tiff,,Week3_25421,F04,1,etoposide,10.0,DNA damage,3,27,10,15,2
3,170,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s2_w167C3BFF9-3FEB-4BAE-92A0-AA022479A6FD_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s2_w2A70D9944-A528-4D12-B9F4-E963B1700596_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s2_w42BE520B0-78DA-455F-934A-690C5019A93F_corrected_resized.tiff,,Week3_25421,F04,1,etoposide,10.0,DNA damage,3,27,10,15,2
3,171,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s3_w1A69575ED-DE84-4804-861F-7D2CC8A38183_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s3_w2DFB55DB9-D961-4C52-8B16-F9FF81A4B32F_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s3_w445FAB216-5EBF-4B26-A901-AE434DEF4795_corrected_resized.tiff,,Week3_25421,F04,1,etoposide,10.0,DNA damage,3,27,10,15,2
3,172,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s4_w183F7CB58-EE5B-4220-A422-2544F317E30E_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s4_w2320E4B96-9159-4A8F-9548-8AB811E505DF_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s4_w45B810599-EB96-47A7-A257-1121963833F2_corrected_resized.tiff,,Week3_25421,F04,1,etoposide,10.0,DNA damage,3,27,10,15,2
3,409,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s1_w149D58D2D-EC34-4BE1-B965-962EE86FF8BE_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s1_w2F8688208-3F0A-407E-9FFC-3452E7659CF3_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s1_w4D6A14FB0-21D0-417F-8D0E-9098D222563C_corrected_resized.tiff,,Week3_25441,F04,2,etoposide,10.0,DNA damage,3,27,10,16,2
3,410,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s2_w12DA16228-1EC1-44C2-A6D7-F588D4083B7B_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s2_w22667DDC0-4420-44E3-9613-196A82BAEC69_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s2_w4BA88A793-B108-4847-A9C9-D828830AA2B3_corrected_resized.tiff,,Week3_25441,F04,2,etoposide,10.0,DNA damage,3,27,10,16,2
3,411,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s3_w1C2761EC4-834D-4421-913B-E4BE7C3D9DFC_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s3_w2FBF01149-63CC-4663-A9A4-CEC2A732C050_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s3_w48649D746-8F9E-4061-A566-8DF253424E0D_corrected_resized.tiff,,Week3_25441,F04,2,etoposide,10.0,DNA damage,3,27,10,16,2
3,412,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s4_w198B8202F-5DA6-4E07-A990-401F9ACC7FB2_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s4_w29BB799F6-8C85-4D2D-970D-FC3CD5D7E91D_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s4_w4C4BE2A32-C3D8-4766-A831-6F740EC3A04C_corrected_resized.tiff,,Week3_25441,F04,2,etoposide,10.0,DNA damage,3,27,10,16,2
3,649,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s1_w1BA31B703-8F64-439D-9271-1FABA0BD73D4_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s1_w2F76BA753-46A9-4862-BA90-DEA0C693581D_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s1_w4E4906672-BD15-4533-8DA4-F5DEC9758D73_corrected_resized.tiff,,Week3_25461,F04,3,etoposide,10.0,DNA damage,3,27,10,17,2
3,650,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s2_w177827D45-BE55-4C42-A832-EF92EC848A85_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s2_w26D9B120C-EB3D-43C9-868A-60414C5750A8_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s2_w41F5336F0-FECA-4CD4-8284-EC84895BCFF7_corrected_resized.tiff,,Week3_25461,F04,3,etoposide,10.0,DNA damage,3,27,10,17,2
3,651,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s3_w1C5664547-1F92-4531-AEE7-944B4AA1FD22_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s3_w260D81281-010C-40BB-8381-D02499B1552E_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s3_w4970822E4-E5CE-4A16-A8BA-6D37EEAE684F_corrected_resized.tiff,,Week3_25461,F04,3,etoposide,10.0,DNA damage,3,27,10,17,2
3,652,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s4_w1DC07C96A-C870-4B78-B410-E21784D0400A_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s4_w2D44BA6CB-D01D-48AB-ADA3-8C78F755D4EC_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/Week3_290607_F04_s4_w486A76DCA-D863-4DF1-BF52-B7E57E0C0FFF_corrected_resized.tiff,,Week3_25461,F04,3,etoposide,10.0,DNA damage,3,27,10,17,2
4,3101,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s1_w170FABEDC-B0DB-419C-97A3-68C4B2BE47DE_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s1_w28EC7A678-3FB8-4523-9BAA-6CE38AEF60B3_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s1_w4F2511C78-326C-457D-9B6A-A1BA37FB2FE1_corrected_resized.tiff,,Week4_27801,G07,1,mitomycin C,0.1,DNA damage,3,28,11,24,3
4,3102,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s2_w1C632249C-AA66-4F32-A5A4-DC4E6ED016EA_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s2_w29EA87172-65E6-4416-818F-688892A798D4_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s2_w43A97E2EF-6410-4C36-8027-526ECF99F234_corrected_resized.tiff,,Week4_27801,G07,1,mitomycin C,0.1,DNA damage,3,28,11,24,3
4,3103,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s3_w1ED456233-E9B0-4B23-A6A1-D7B3F35A7EEC_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s3_w25DD4B19F-5B00-4068-A49D-6D37A4563F31_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s3_w4B86F8F97-4D9B-4ABF-BC17-6DFDA574CAEC_corrected_resized.tiff,,Week4_27801,G07,1,mitomycin C,0.1,DNA damage,3,28,11,24,3
4,3104,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s4_w117C1B164-CF94-4E93-82DB-A5F1D7F1BC0A_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s4_w24BE11984-94F9-41B2-A7B9-9625A22A136E_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s4_w477A3DC69-7AAE-401D-A1E5-4FCD53625A45_corrected_resized.tiff,,Week4_27801,G07,1,mitomycin C,0.1,DNA damage,3,28,11,24,3
4,3341,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s1_w1A0E933D1-CF33-4FFE-847A-3DD371765A7E_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s1_w2AF84375E-91AF-4B81-B3B5-B8558F7442E5_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s1_w4E96D9EA2-5858-43BC-BE9B-9D54531A0E45_corrected_resized.tiff,,Week4_27821,G07,2,mitomycin C,0.1,DNA damage,3,28,11,25,3
4,3342,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s2_w1B6ABEED0-1AE0-4F26-87A0-F60C51B2662F_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s2_w2FD422FD7-84F4-4EFB-B671-434F57079B50_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s2_w42409C438-905F-482F-8A5F-C2032BA1DFF8_corrected_resized.tiff,,Week4_27821,G07,2,mitomycin C,0.1,DNA damage,3,28,11,25,3
4,3343,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s3_w18B3971D5-6C79-48CA-A37F-E2A10CDFEF7E_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s3_w2F42024B8-EAF8-45C7-9932-5757D3FB14FD_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s3_w466B7A6FC-EDF5-4B60-8325-B799741E5669_corrected_resized.tiff,,Week4_27821,G07,2,mitomycin C,0.1,DNA damage,3,28,11,25,3
4,3344,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s4_w1B48F3902-8B33-4604-A997-0742E53B3D6B_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s4_w2CDFB848A-8DA2-419C-90A8-DB0321AFC278_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s4_w4F22E7ABF-BC24-4D48-A913-7A7524DBD807_corrected_resized.tiff,,Week4_27821,G07,2,mitomycin C,0.1,DNA damage,3,28,11,25,3
4,3821,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s1_w1AAF1C00D-24D2-4A23-AA2F-7D82E0439218_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s1_w2719529A0-FC77-4D52-A719-72E2AB49E5E9_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s1_w4A96D1485-C075-4C9F-BF8F-7CB1A136EA7B_corrected_resized.tiff,,Week4_27861,G07,3,mitomycin C,0.1,DNA damage,3,28,11,26,3
4,3822,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s2_w114AE16BD-6F8F-4FCF-A579-4A193AFF2AD7_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s2_w2BACDD476-C2E1-435A-8749-F0DB31A6BDAA_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s2_w4BBBEC590-9E4C-4F88-A69C-180484E996E8_corrected_resized.tiff,,Week4_27861,G07,3,mitomycin C,0.1,DNA damage,3,28,11,26,3
4,3823,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s3_w18B9E3665-40D4-4390-9D22-C0646915D942_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s3_w2484843B7-65EF-4435-9305-F092B047585C_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s3_w4FA8AA936-C181-4B7F-BE13-2201C622991C_corrected_resized.tiff,,Week4_27861,G07,3,mitomycin C,0.1,DNA damage,3,28,11,26,3
4,3824,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s4_w1F81D9202-4E4D-4190-881F-32BECDE34913_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s4_w26DE7977F-B9C0-4C41-BC38-53131A8271FF_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G07_s4_w42C9ECB12-6288-416F-AEF5-C3D4B121319F_corrected_resized.tiff,,Week4_27861,G07,3,mitomycin C,0.1,DNA damage,3,28,11,26,3
4,3097,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s1_w140DF6D74-5A09-4897-B239-07C4A6BF6F20_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s1_w221745617-AEE8-4708-ADD6-698DE1017014_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s1_w4F032D150-B59E-4CFB-8538-303B238F35E4_corrected_resized.tiff,,Week4_27801,G06,1,mitomycin C,0.3,DNA damage,3,29,11,24,3
4,3098,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s2_w1C803D6CD-58CD-4BB5-A8F3-8441A703CDE4_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s2_w2D686291A-62EE-42E1-8467-96BD2FA594CE_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s2_w455932840-A7C3-4F1F-A632-ABB0199E872C_corrected_resized.tiff,,Week4_27801,G06,1,mitomycin C,0.3,DNA damage,3,29,11,24,3
4,3099,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s3_w17D92F55D-5E71-4496-96F9-94E3F483CC02_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s3_w22774B891-86A5-489C-AAB2-F3A7C5A4FB17_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s3_w45B9B43BE-60B0-42E0-B982-0C74CA81EDFE_corrected_resized.tiff,,Week4_27801,G06,1,mitomycin C,0.3,DNA damage,3,29,11,24,3
4,3100,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s4_w10BF7699A-5AB1-40EA-86CE-0A4C8302B08C_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s4_w2C9342739-CE77-4B83-A6C9-26FCFA1B5FE9_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s4_w49ACB181C-B08C-4F66-9BB9-14250ED8A319_corrected_resized.tiff,,Week4_27801,G06,1,mitomycin C,0.3,DNA damage,3,29,11,24,3
4,3337,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s1_w1582367D4-19AF-4A41-B1EA-C04F07D57BC4_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s1_w2978F7180-53AA-4A5B-8BC9-F8C87EE0071C_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s1_w476F580EB-BEDA-4125-A262-E5E57472AE56_corrected_resized.tiff,,Week4_27821,G06,2,mitomycin C,0.3,DNA damage,3,29,11,25,3
4,3338,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s2_w118C08FC5-690F-4D6D-8564-0171A317E439_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s2_w2499C8C13-12E1-492F-94FA-D81A75C4BCF4_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s2_w4BE33BE6A-B230-4C9E-90B2-0D86C3890FAC_corrected_resized.tiff,,Week4_27821,G06,2,mitomycin C,0.3,DNA damage,3,29,11,25,3
4,3339,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s3_w16E64873C-052C-4184-A14D-14580D627DB3_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s3_w2969278BA-FDD5-4732-A5F8-41C2C9240ED8_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s3_w4D77332B0-A927-4C9F-8AC6-0BB4D3758BD9_corrected_resized.tiff,,Week4_27821,G06,2,mitomycin C,0.3,DNA damage,3,29,11,25,3
4,3340,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s4_w154782B23-8201-41BB-B0DF-1AFBA1845878_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s4_w2C6CA2AAD-E305-45D2-96F0-75697CD47397_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s4_w4E3625422-C53A-4C2F-920A-104EF12D2C4B_corrected_resized.tiff,,Week4_27821,G06,2,mitomycin C,0.3,DNA damage,3,29,11,25,3
4,3817,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s1_w1DDBCE9D5-F7FD-4D86-912A-0E3E9EFA1689_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s1_w2207A2460-4904-4D7C-9B56-9B13F257F6F8_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s1_w464E1DFE3-E799-4126-8F2E-BB39AB2C778D_corrected_resized.tiff,,Week4_27861,G06,3,mitomycin C,0.3,DNA damage,3,29,11,26,3
4,3818,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s2_w1002B3D69-AC8B-4613-8750-511637E2AF9E_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s2_w2A40A6017-F174-4175-9DE1-8FD64ADFC395_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s2_w476685B66-C23E-4E18-9985-EC5B65B89F81_corrected_resized.tiff,,Week4_27861,G06,3,mitomycin C,0.3,DNA damage,3,29,11,26,3
4,3819,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s3_w18CAE09C4-2396-4D79-94CA-A7250E53A43A_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s3_w22920C895-99B3-449E-A548-A36157500F76_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s3_w414EA28E8-73E7-4575-AD7C-DA80E1CB5608_corrected_resized.tiff,,Week4_27861,G06,3,mitomycin C,0.3,DNA damage,3,29,11,26,3
4,3820,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s4_w1E52B3C76-21F4-427E-AFD0-CA3675425ACC_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s4_w2BA2CD48D-2E1B-4F71-A79B-2837513480BC_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G06_s4_w4EBC72EA7-D64D-47BD-9C64-02A0EF2D8ED3_corrected_resized.tiff,,Week4_27861,G06,3,mitomycin C,0.3,DNA damage,3,29,11,26,3
4,3093,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s1_w1EEDF0712-3112-4798-9254-788374B3EBD9_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s1_w2A57BFC48-7BA3-43D1-9454-4221E458BD66_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s1_w434B42E2C-E425-4B9E-BC41-64E91B236905_corrected_resized.tiff,,Week4_27801,G05,1,mitomycin C,1.0,DNA damage,3,30,11,24,3
4,3094,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s2_w18080FFC2-B7EF-46D2-A6CB-6FF1FD351AA7_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s2_w2371DF1EB-AD82-4EDF-81F8-90E7280440ED_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s2_w486CFF905-43F3-4317-B6DE-CC4C6B0C1089_corrected_resized.tiff,,Week4_27801,G05,1,mitomycin C,1.0,DNA damage,3,30,11,24,3
4,3095,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s3_w15B3C79C7-BF70-4324-B8D3-DADE1978C1D4_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s3_w2F2B9F407-8CBA-41B4-9E96-DDD6C20C6A62_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s3_w4009FC2E3-B200-4F34-88F3-433E7E11A756_corrected_resized.tiff,,Week4_27801,G05,1,mitomycin C,1.0,DNA damage,3,30,11,24,3
4,3096,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s4_w176ADDE9F-E88A-4794-910C-24CF7CF1442A_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s4_w231337F9A-BE78-403B-81E9-3F2C851953E6_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s4_w46A9088B6-104E-4C10-BCD1-80696CA0E7FE_corrected_resized.tiff,,Week4_27801,G05,1,mitomycin C,1.0,DNA damage,3,30,11,24,3
4,3333,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s1_w1B81224B0-8FE7-46D9-9077-C22D31240BAC_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s1_w2C1471C50-FCA8-4828-B7F8-7EAD7A34BD37_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s1_w45F6D73D2-FB27-4E8C-BFF7-1EA2785BDBE1_corrected_resized.tiff,,Week4_27821,G05,2,mitomycin C,1.0,DNA damage,3,30,11,25,3
4,3334,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s2_w166479D25-C03B-461B-A23A-DD91AE4828CC_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s2_w2155FD859-A468-4400-AC43-3F35D06520DD_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s2_w433C25144-E3C4-4490-AB65-C0FB95A4517B_corrected_resized.tiff,,Week4_27821,G05,2,mitomycin C,1.0,DNA damage,3,30,11,25,3
4,3335,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s3_w1FDF28FBF-AF17-4EF1-BE3C-BC59679D8C9C_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s3_w2661F0802-0C4D-40B5-B044-F726C33AA335_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s3_w48B42CD30-6D13-4D74-BB6C-10D8D5B9368D_corrected_resized.tiff,,Week4_27821,G05,2,mitomycin C,1.0,DNA damage,3,30,11,25,3
4,3336,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s4_w16713D84E-9170-445B-8A3B-DBB4DE315C83_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s4_w2CDFE8BC9-A12E-4DE3-9B8B-C8FAA1B36E7C_corrected_resized.tiff,,/home/wilec5/scratch/bbbc/corrected/ws-dino/phase_2/G05_s4_w49CEEAF2D-7395-44F7-A603-841C1CD5B8AA_corrected_resized.tiff,,Week4_27821,G05,2,mitomycin C,1.0,DNA damage,3,30,11,25,3
